ID,ITEM,CONDITION,SENTENCE,RT,IA
a6cb8d31cdb7346438395858d0824bfa,17,plausible,The travel agent*reserved*the businessman*a flight.,601,2
a6cb8d31cdb7346438395858d0824bfa,17,plausible,The travel agent*reserved*the businessman*a flight.,902,1
a6cb8d31cdb7346438395858d0824bfa,20,implausible,The babysitter*fixed*some lunch*the child.,1508,4
a6cb8d31cdb7346438395858d0824bfa,20,implausible,The babysitter*fixed*some lunch*the child.,537,3
a6cb8d31cdb7346438395858d0824bfa,20,implausible,The babysitter*fixed*some lunch*the child.,530,2
a6cb8d31cdb7346438395858d0824bfa,20,implausible,The babysitter*fixed*some lunch*the child.,702,1
a6cb8d31cdb7346438395858d0824bfa,9,plausible,The charity*built*the hurricane victim*a house.,653,2
a6cb8d31cdb7346438395858d0824bfa,9,plausible,The charity*built*the hurricane victim*a house.,603,1
3a349d5805754f5c920d5c011aa7ed2c,11,implausible,The grandmother*baked*some cookies*the grandson.,1006,1
3a349d5805754f5c920d5c011aa7ed2c,11,implausible,The grandmother*baked*some cookies*the grandson.,834,2
3a349d5805754f5c920d5c011aa7ed2c,11,implausible,The grandmother*baked*some cookies*the grandson.,922,3
3a349d5805754f5c920d5c011aa7ed2c,11,implausible,The grandmother*baked*some cookies*the grandson.,1993,4
3a349d5805754f5c920d5c011aa7ed2c,16,plausible,The man*ordered*his girlfriend*some champagne.,502,1
3a349d5805754f5c920d5c011aa7ed2c,16,plausible,The man*ordered*his girlfriend*some champagne.,597,2
3a349d5805754f5c920d5c011aa7ed2c,16,plausible,The man*ordered*his girlfriend*some champagne.,767,3
3a349d5805754f5c920d5c011aa7ed2c,15,implausible,The lab-assistant*fetched*a test-tube*the scientist.,576,1
3a349d5805754f5c920d5c011aa7ed2c,15,implausible,The lab-assistant*fetched*a test-tube*the scientist.,837,2
3a349d5805754f5c920d5c011aa7ed2c,15,implausible,The lab-assistant*fetched*a test-tube*the scientist.,1430,3
3a349d5805754f5c920d5c011aa7ed2c,9,implausible,The charity*built*a house*the hurricane victim.,1095,1
3a349d5805754f5c920d5c011aa7ed2c,9,implausible,The charity*built*a house*the hurricane victim.,636,2
3a349d5805754f5c920d5c011aa7ed2c,9,implausible,The charity*built*a house*the hurricane victim.,516,3
3a349d5805754f5c920d5c011aa7ed2c,17,implausible,The travel agent*reserved*a flight*the businessman.,1123,1
3a349d5805754f5c920d5c011aa7ed2c,17,implausible,The travel agent*reserved*a flight*the businessman.,648,2
3a349d5805754f5c920d5c011aa7ed2c,17,implausible,The travel agent*reserved*a flight*the businessman.,553,3
3a349d5805754f5c920d5c011aa7ed2c,10,plausible,The waitress*fixed*the customer*a sandwich.,707,1
3a349d5805754f5c920d5c011aa7ed2c,10,plausible,The waitress*fixed*the customer*a sandwich.,441,2
3a349d5805754f5c920d5c011aa7ed2c,10,plausible,The waitress*fixed*the customer*a sandwich.,535,3
3a349d5805754f5c920d5c011aa7ed2c,10,plausible,The waitress*fixed*the customer*a sandwich.,1679,4
3a349d5805754f5c920d5c011aa7ed2c,6,plausible,The secretary*ordered*the boss*some office supplies.,625,1
3a349d5805754f5c920d5c011aa7ed2c,6,plausible,The secretary*ordered*the boss*some office supplies.,514,2
3a349d5805754f5c920d5c011aa7ed2c,6,plausible,The secretary*ordered*the boss*some office supplies.,475,3
3a349d5805754f5c920d5c011aa7ed2c,18,plausible,The boyfriend*obtained*his girlfriend*some concert tickets.,451,1
3a349d5805754f5c920d5c011aa7ed2c,18,plausible,The boyfriend*obtained*his girlfriend*some concert tickets.,456,2
3a349d5805754f5c920d5c011aa7ed2c,18,plausible,The boyfriend*obtained*his girlfriend*some concert tickets.,639,3
3a349d5805754f5c920d5c011aa7ed2c,13,implausible,The receptionist*saved*some cake*her co-worker.,354,1
3a349d5805754f5c920d5c011aa7ed2c,13,implausible,The receptionist*saved*some cake*her co-worker.,826,2
3a349d5805754f5c920d5c011aa7ed2c,13,implausible,The receptionist*saved*some cake*her co-worker.,578,3
3a349d5805754f5c920d5c011aa7ed2c,19,implausible,The church*built*a shelter*the homeless.,495,1
3a349d5805754f5c920d5c011aa7ed2c,19,implausible,The church*built*a shelter*the homeless.,515,2
3a349d5805754f5c920d5c011aa7ed2c,19,implausible,The church*built*a shelter*the homeless.,479,3
3a349d5805754f5c920d5c011aa7ed2c,3,implausible,The woman*saved*a seat*her husband.,516,1
3a349d5805754f5c920d5c011aa7ed2c,3,implausible,The woman*saved*a seat*her husband.,494,2
3a349d5805754f5c920d5c011aa7ed2c,3,implausible,The woman*saved*a seat*her husband.,518,3
3a349d5805754f5c920d5c011aa7ed2c,2,plausible,The bartender*poured*the customer*a drink.,670,1
3a349d5805754f5c920d5c011aa7ed2c,2,plausible,The bartender*poured*the customer*a drink.,765,2
3a349d5805754f5c920d5c011aa7ed2c,2,plausible,The bartender*poured*the customer*a drink.,520,3
3a349d5805754f5c920d5c011aa7ed2c,2,plausible,The bartender*poured*the customer*a drink.,1417,4
3a349d5805754f5c920d5c011aa7ed2c,12,plausible,The nurse*poured*the old man*some water.,510,1
3a349d5805754f5c920d5c011aa7ed2c,12,plausible,The nurse*poured*the old man*some water.,537,2
3a349d5805754f5c920d5c011aa7ed2c,12,plausible,The nurse*poured*the old man*some water.,598,3
3a349d5805754f5c920d5c011aa7ed2c,12,plausible,The nurse*poured*the old man*some water.,1755,4
3a349d5805754f5c920d5c011aa7ed2c,20,plausible,The babysitter*fixed*the child*some lunch.,706,1
3a349d5805754f5c920d5c011aa7ed2c,20,plausible,The babysitter*fixed*the child*some lunch.,694,2
3a349d5805754f5c920d5c011aa7ed2c,20,plausible,The babysitter*fixed*the child*some lunch.,595,3
3a349d5805754f5c920d5c011aa7ed2c,8,plausible,The father*bought*his son*a bicycle.,491,1
3a349d5805754f5c920d5c011aa7ed2c,8,plausible,The father*bought*his son*a bicycle.,464,2
3a349d5805754f5c920d5c011aa7ed2c,8,plausible,The father*bought*his son*a bicycle.,468,3
3a349d5805754f5c920d5c011aa7ed2c,8,plausible,The father*bought*his son*a bicycle.,1617,4
3a349d5805754f5c920d5c011aa7ed2c,4,plausible,The grandmother*made*her granddaughter*a quilt.,469,1
3a349d5805754f5c920d5c011aa7ed2c,4,plausible,The grandmother*made*her granddaughter*a quilt.,666,2
3a349d5805754f5c920d5c011aa7ed2c,4,plausible,The grandmother*made*her granddaughter*a quilt.,511,3
3a349d5805754f5c920d5c011aa7ed2c,7,implausible,The wife*reserved*a table*her husband.,381,1
3a349d5805754f5c920d5c011aa7ed2c,7,implausible,The wife*reserved*a table*her husband.,487,2
3a349d5805754f5c920d5c011aa7ed2c,7,implausible,The wife*reserved*a table*her husband.,465,3
3a349d5805754f5c920d5c011aa7ed2c,5,implausible,The apprentice*fetched*a hammer*the carpenter.,321,1
3a349d5805754f5c920d5c011aa7ed2c,5,implausible,The apprentice*fetched*a hammer*the carpenter.,804,2
3a349d5805754f5c920d5c011aa7ed2c,5,implausible,The apprentice*fetched*a hammer*the carpenter.,768,3
3a349d5805754f5c920d5c011aa7ed2c,5,implausible,The apprentice*fetched*a hammer*the carpenter.,1613,4
3a349d5805754f5c920d5c011aa7ed2c,14,plausible,The seamstress*made*her client*a dress.,891,1
3a349d5805754f5c920d5c011aa7ed2c,14,plausible,The seamstress*made*her client*a dress.,520,2
3a349d5805754f5c920d5c011aa7ed2c,14,plausible,The seamstress*made*her client*a dress.,459,3
3a349d5805754f5c920d5c011aa7ed2c,14,plausible,The seamstress*made*her client*a dress.,1584,4
3a349d5805754f5c920d5c011aa7ed2c,1,implausible,The cook*baked*a cake*Lucy.,457,1
3a349d5805754f5c920d5c011aa7ed2c,1,implausible,The cook*baked*a cake*Lucy.,495,2
3a349d5805754f5c920d5c011aa7ed2c,1,implausible,The cook*baked*a cake*Lucy.,528,3
58f37899c02d0bb52f25368cecc352c5,18,implausible,The boyfriend*obtained*some concert tickets*his girlfriend.,654,1
58f37899c02d0bb52f25368cecc352c5,18,implausible,The boyfriend*obtained*some concert tickets*his girlfriend.,678,2
58f37899c02d0bb52f25368cecc352c5,18,implausible,The boyfriend*obtained*some concert tickets*his girlfriend.,1381,3
58f37899c02d0bb52f25368cecc352c5,12,implausible,The nurse*poured*some water*the old man.,606,1
58f37899c02d0bb52f25368cecc352c5,12,implausible,The nurse*poured*some water*the old man.,730,2
58f37899c02d0bb52f25368cecc352c5,12,implausible,The nurse*poured*some water*the old man.,698,3
58f37899c02d0bb52f25368cecc352c5,9,plausible,The charity*built*the hurricane victim*a house.,620,1
58f37899c02d0bb52f25368cecc352c5,9,plausible,The charity*built*the hurricane victim*a house.,459,2
58f37899c02d0bb52f25368cecc352c5,9,plausible,The charity*built*the hurricane victim*a house.,1855,3
58f37899c02d0bb52f25368cecc352c5,15,plausible,The lab-assistant*fetched*the scientist*a test-tube.,781,1
58f37899c02d0bb52f25368cecc352c5,15,plausible,The lab-assistant*fetched*the scientist*a test-tube.,666,2
58f37899c02d0bb52f25368cecc352c5,15,plausible,The lab-assistant*fetched*the scientist*a test-tube.,760,3
58f37899c02d0bb52f25368cecc352c5,4,implausible,The grandmother*made*a quilt*her granddaughter.,611,1
58f37899c02d0bb52f25368cecc352c5,4,implausible,The grandmother*made*a quilt*her granddaughter.,537,2
58f37899c02d0bb52f25368cecc352c5,4,implausible,The grandmother*made*a quilt*her granddaughter.,1800,4
58f37899c02d0bb52f25368cecc352c5,3,plausible,The woman*saved*her husband*a seat.,510,1
58f37899c02d0bb52f25368cecc352c5,3,plausible,The woman*saved*her husband*a seat.,462,2
58f37899c02d0bb52f25368cecc352c5,3,plausible,The woman*saved*her husband*a seat.,904,3
58f37899c02d0bb52f25368cecc352c5,3,plausible,The woman*saved*her husband*a seat.,1154,4
58f37899c02d0bb52f25368cecc352c5,6,implausible,The secretary*ordered*some office supplies*the boss.,514,1
58f37899c02d0bb52f25368cecc352c5,6,implausible,The secretary*ordered*some office supplies*the boss.,590,2
58f37899c02d0bb52f25368cecc352c5,6,implausible,The secretary*ordered*some office supplies*the boss.,1532,3
58f37899c02d0bb52f25368cecc352c5,1,plausible,The cook*baked*Lucy*a cake.,466,1
58f37899c02d0bb52f25368cecc352c5,1,plausible,The cook*baked*Lucy*a cake.,1416,2
58f37899c02d0bb52f25368cecc352c5,1,plausible,The cook*baked*Lucy*a cake.,638,3
58f37899c02d0bb52f25368cecc352c5,1,plausible,The cook*baked*Lucy*a cake.,1488,4
58f37899c02d0bb52f25368cecc352c5,17,plausible,The travel agent*reserved*the businessman*a flight.,851,1
58f37899c02d0bb52f25368cecc352c5,17,plausible,The travel agent*reserved*the businessman*a flight.,646,2
58f37899c02d0bb52f25368cecc352c5,17,plausible,The travel agent*reserved*the businessman*a flight.,776,3
58f37899c02d0bb52f25368cecc352c5,17,plausible,The travel agent*reserved*the businessman*a flight.,1692,4
58f37899c02d0bb52f25368cecc352c5,16,implausible,The man*ordered*some champagne*his girlfriend.,510,1
58f37899c02d0bb52f25368cecc352c5,16,implausible,The man*ordered*some champagne*his girlfriend.,581,2
58f37899c02d0bb52f25368cecc352c5,16,implausible,The man*ordered*some champagne*his girlfriend.,803,3
58f37899c02d0bb52f25368cecc352c5,13,plausible,The receptionist*saved*her co-worker*some cake.,576,1
58f37899c02d0bb52f25368cecc352c5,13,plausible,The receptionist*saved*her co-worker*some cake.,523,2
58f37899c02d0bb52f25368cecc352c5,13,plausible,The receptionist*saved*her co-worker*some cake.,1118,3
58f37899c02d0bb52f25368cecc352c5,13,plausible,The receptionist*saved*her co-worker*some cake.,1281,4
58f37899c02d0bb52f25368cecc352c5,5,plausible,The apprentice*fetched*the carpenter*a hammer.,955,1
58f37899c02d0bb52f25368cecc352c5,5,plausible,The apprentice*fetched*the carpenter*a hammer.,721,2
58f37899c02d0bb52f25368cecc352c5,5,plausible,The apprentice*fetched*the carpenter*a hammer.,1149,3
58f37899c02d0bb52f25368cecc352c5,5,plausible,The apprentice*fetched*the carpenter*a hammer.,1921,4
58f37899c02d0bb52f25368cecc352c5,20,implausible,The babysitter*fixed*some lunch*the child.,692,1
58f37899c02d0bb52f25368cecc352c5,20,implausible,The babysitter*fixed*some lunch*the child.,631,2
58f37899c02d0bb52f25368cecc352c5,20,implausible,The babysitter*fixed*some lunch*the child.,706,3
58f37899c02d0bb52f25368cecc352c5,20,implausible,The babysitter*fixed*some lunch*the child.,1139,4
58f37899c02d0bb52f25368cecc352c5,11,plausible,The grandmother*baked*the grandson*some cookies.,694,1
58f37899c02d0bb52f25368cecc352c5,11,plausible,The grandmother*baked*the grandson*some cookies.,513,2
58f37899c02d0bb52f25368cecc352c5,11,plausible,The grandmother*baked*the grandson*some cookies.,1118,3
58f37899c02d0bb52f25368cecc352c5,7,plausible,The wife*reserved*her husband*a table.,522,1
58f37899c02d0bb52f25368cecc352c5,7,plausible,The wife*reserved*her husband*a table.,1365,4
58f37899c02d0bb52f25368cecc352c5,14,implausible,The seamstress*made*a dress*her client.,1722,1
58f37899c02d0bb52f25368cecc352c5,14,implausible,The seamstress*made*a dress*her client.,707,2
58f37899c02d0bb52f25368cecc352c5,14,implausible,The seamstress*made*a dress*her client.,896,3
58f37899c02d0bb52f25368cecc352c5,10,implausible,The waitress*fixed*a sandwich*the customer.,592,1
58f37899c02d0bb52f25368cecc352c5,10,implausible,The waitress*fixed*a sandwich*the customer.,558,2
58f37899c02d0bb52f25368cecc352c5,10,implausible,The waitress*fixed*a sandwich*the customer.,1035,3
58f37899c02d0bb52f25368cecc352c5,10,implausible,The waitress*fixed*a sandwich*the customer.,887,4
58f37899c02d0bb52f25368cecc352c5,8,implausible,The father*bought*a bicycle*his son.,584,1
58f37899c02d0bb52f25368cecc352c5,8,implausible,The father*bought*a bicycle*his son.,655,2
58f37899c02d0bb52f25368cecc352c5,8,implausible,The father*bought*a bicycle*his son.,688,3
58f37899c02d0bb52f25368cecc352c5,8,implausible,The father*bought*a bicycle*his son.,730,4
58f37899c02d0bb52f25368cecc352c5,2,implausible,The bartender*poured*a drink*the customer.,644,1
58f37899c02d0bb52f25368cecc352c5,2,implausible,The bartender*poured*a drink*the customer.,542,2
58f37899c02d0bb52f25368cecc352c5,2,implausible,The bartender*poured*a drink*the customer.,575,3
58f37899c02d0bb52f25368cecc352c5,2,implausible,The bartender*poured*a drink*the customer.,1175,4
58f37899c02d0bb52f25368cecc352c5,19,plausible,The church*built*the homeless*a shelter.,594,1
58f37899c02d0bb52f25368cecc352c5,19,plausible,The church*built*the homeless*a shelter.,526,2
58f37899c02d0bb52f25368cecc352c5,19,plausible,The church*built*the homeless*a shelter.,974,3
58f37899c02d0bb52f25368cecc352c5,19,plausible,The church*built*the homeless*a shelter.,1794,4
daf6ee4395abb0c2ee84f42b55834d89,4,plausible,The grandmother*made*her granddaughter*a quilt.,841,1
daf6ee4395abb0c2ee84f42b55834d89,4,plausible,The grandmother*made*her granddaughter*a quilt.,720,2
daf6ee4395abb0c2ee84f42b55834d89,4,plausible,The grandmother*made*her granddaughter*a quilt.,703,3
daf6ee4395abb0c2ee84f42b55834d89,4,plausible,The grandmother*made*her granddaughter*a quilt.,931,4
daf6ee4395abb0c2ee84f42b55834d89,8,plausible,The father*bought*his son*a bicycle.,583,1
daf6ee4395abb0c2ee84f42b55834d89,8,plausible,The father*bought*his son*a bicycle.,591,2
daf6ee4395abb0c2ee84f42b55834d89,8,plausible,The father*bought*his son*a bicycle.,582,3
daf6ee4395abb0c2ee84f42b55834d89,8,plausible,The father*bought*his son*a bicycle.,713,4
daf6ee4395abb0c2ee84f42b55834d89,19,implausible,The church*built*a shelter*the homeless.,612,1
daf6ee4395abb0c2ee84f42b55834d89,19,implausible,The church*built*a shelter*the homeless.,819,2
daf6ee4395abb0c2ee84f42b55834d89,19,implausible,The church*built*a shelter*the homeless.,665,3
daf6ee4395abb0c2ee84f42b55834d89,19,implausible,The church*built*a shelter*the homeless.,1816,4
daf6ee4395abb0c2ee84f42b55834d89,12,plausible,The nurse*poured*the old man*some water.,676,1
daf6ee4395abb0c2ee84f42b55834d89,12,plausible,The nurse*poured*the old man*some water.,603,2
daf6ee4395abb0c2ee84f42b55834d89,12,plausible,The nurse*poured*the old man*some water.,1076,3
daf6ee4395abb0c2ee84f42b55834d89,12,plausible,The nurse*poured*the old man*some water.,874,4
daf6ee4395abb0c2ee84f42b55834d89,6,plausible,The secretary*ordered*the boss*some office supplies.,812,1
daf6ee4395abb0c2ee84f42b55834d89,6,plausible,The secretary*ordered*the boss*some office supplies.,994,2
daf6ee4395abb0c2ee84f42b55834d89,6,plausible,The secretary*ordered*the boss*some office supplies.,568,3
daf6ee4395abb0c2ee84f42b55834d89,6,plausible,The secretary*ordered*the boss*some office supplies.,1874,4
daf6ee4395abb0c2ee84f42b55834d89,17,implausible,The travel agent*reserved*a flight*the businessman.,719,1
daf6ee4395abb0c2ee84f42b55834d89,17,implausible,The travel agent*reserved*a flight*the businessman.,720,2
daf6ee4395abb0c2ee84f42b55834d89,17,implausible,The travel agent*reserved*a flight*the businessman.,648,3
daf6ee4395abb0c2ee84f42b55834d89,17,implausible,The travel agent*reserved*a flight*the businessman.,1169,4
daf6ee4395abb0c2ee84f42b55834d89,1,implausible,The cook*baked*a cake*Lucy.,549,1
daf6ee4395abb0c2ee84f42b55834d89,1,implausible,The cook*baked*a cake*Lucy.,654,2
daf6ee4395abb0c2ee84f42b55834d89,1,implausible,The cook*baked*a cake*Lucy.,610,3
daf6ee4395abb0c2ee84f42b55834d89,1,implausible,The cook*baked*a cake*Lucy.,1196,4
daf6ee4395abb0c2ee84f42b55834d89,5,implausible,The apprentice*fetched*a hammer*the carpenter.,798,1
daf6ee4395abb0c2ee84f42b55834d89,5,implausible,The apprentice*fetched*a hammer*the carpenter.,669,2
daf6ee4395abb0c2ee84f42b55834d89,5,implausible,The apprentice*fetched*a hammer*the carpenter.,730,3
daf6ee4395abb0c2ee84f42b55834d89,5,implausible,The apprentice*fetched*a hammer*the carpenter.,951,4
daf6ee4395abb0c2ee84f42b55834d89,10,plausible,The waitress*fixed*the customer*a sandwich.,657,1
daf6ee4395abb0c2ee84f42b55834d89,10,plausible,The waitress*fixed*the customer*a sandwich.,917,2
daf6ee4395abb0c2ee84f42b55834d89,10,plausible,The waitress*fixed*the customer*a sandwich.,594,3
daf6ee4395abb0c2ee84f42b55834d89,16,plausible,The man*ordered*his girlfriend*some champagne.,531,1
daf6ee4395abb0c2ee84f42b55834d89,16,plausible,The man*ordered*his girlfriend*some champagne.,599,2
daf6ee4395abb0c2ee84f42b55834d89,16,plausible,The man*ordered*his girlfriend*some champagne.,697,3
daf6ee4395abb0c2ee84f42b55834d89,16,plausible,The man*ordered*his girlfriend*some champagne.,1266,4
daf6ee4395abb0c2ee84f42b55834d89,9,implausible,The charity*built*a house*the hurricane victim.,874,1
daf6ee4395abb0c2ee84f42b55834d89,9,implausible,The charity*built*a house*the hurricane victim.,531,2
daf6ee4395abb0c2ee84f42b55834d89,9,implausible,The charity*built*a house*the hurricane victim.,596,3
daf6ee4395abb0c2ee84f42b55834d89,9,implausible,The charity*built*a house*the hurricane victim.,1548,4
daf6ee4395abb0c2ee84f42b55834d89,2,plausible,The bartender*poured*the customer*a drink.,644,1
daf6ee4395abb0c2ee84f42b55834d89,2,plausible,The bartender*poured*the customer*a drink.,760,2
daf6ee4395abb0c2ee84f42b55834d89,2,plausible,The bartender*poured*the customer*a drink.,805,3
daf6ee4395abb0c2ee84f42b55834d89,2,plausible,The bartender*poured*the customer*a drink.,848,4
daf6ee4395abb0c2ee84f42b55834d89,14,plausible,The seamstress*made*her client*a dress.,539,1
daf6ee4395abb0c2ee84f42b55834d89,14,plausible,The seamstress*made*her client*a dress.,524,2
daf6ee4395abb0c2ee84f42b55834d89,14,plausible,The seamstress*made*her client*a dress.,568,3
daf6ee4395abb0c2ee84f42b55834d89,14,plausible,The seamstress*made*her client*a dress.,669,4
daf6ee4395abb0c2ee84f42b55834d89,11,implausible,The grandmother*baked*some cookies*the grandson.,633,1
daf6ee4395abb0c2ee84f42b55834d89,11,implausible,The grandmother*baked*some cookies*the grandson.,564,2
daf6ee4395abb0c2ee84f42b55834d89,11,implausible,The grandmother*baked*some cookies*the grandson.,665,3
daf6ee4395abb0c2ee84f42b55834d89,11,implausible,The grandmother*baked*some cookies*the grandson.,1161,4
daf6ee4395abb0c2ee84f42b55834d89,15,implausible,The lab-assistant*fetched*a test-tube*the scientist.,697,1
daf6ee4395abb0c2ee84f42b55834d89,15,implausible,The lab-assistant*fetched*a test-tube*the scientist.,741,2
daf6ee4395abb0c2ee84f42b55834d89,15,implausible,The lab-assistant*fetched*a test-tube*the scientist.,1211,3
daf6ee4395abb0c2ee84f42b55834d89,18,plausible,The boyfriend*obtained*his girlfriend*some concert tickets.,1238,1
daf6ee4395abb0c2ee84f42b55834d89,18,plausible,The boyfriend*obtained*his girlfriend*some concert tickets.,1314,2
daf6ee4395abb0c2ee84f42b55834d89,18,plausible,The boyfriend*obtained*his girlfriend*some concert tickets.,637,3
daf6ee4395abb0c2ee84f42b55834d89,18,plausible,The boyfriend*obtained*his girlfriend*some concert tickets.,1487,4
daf6ee4395abb0c2ee84f42b55834d89,20,plausible,The babysitter*fixed*the child*some lunch.,653,1
daf6ee4395abb0c2ee84f42b55834d89,20,plausible,The babysitter*fixed*the child*some lunch.,637,2
daf6ee4395abb0c2ee84f42b55834d89,20,plausible,The babysitter*fixed*the child*some lunch.,751,3
daf6ee4395abb0c2ee84f42b55834d89,20,plausible,The babysitter*fixed*the child*some lunch.,982,4
daf6ee4395abb0c2ee84f42b55834d89,3,implausible,The woman*saved*a seat*her husband.,863,1
daf6ee4395abb0c2ee84f42b55834d89,3,implausible,The woman*saved*a seat*her husband.,886,2
daf6ee4395abb0c2ee84f42b55834d89,3,implausible,The woman*saved*a seat*her husband.,906,3
daf6ee4395abb0c2ee84f42b55834d89,3,implausible,The woman*saved*a seat*her husband.,1237,4
daf6ee4395abb0c2ee84f42b55834d89,13,implausible,The receptionist*saved*some cake*her co-worker.,562,1
daf6ee4395abb0c2ee84f42b55834d89,13,implausible,The receptionist*saved*some cake*her co-worker.,614,2
daf6ee4395abb0c2ee84f42b55834d89,13,implausible,The receptionist*saved*some cake*her co-worker.,576,3
daf6ee4395abb0c2ee84f42b55834d89,13,implausible,The receptionist*saved*some cake*her co-worker.,758,4
daf6ee4395abb0c2ee84f42b55834d89,7,implausible,The wife*reserved*a table*her husband.,652,1
daf6ee4395abb0c2ee84f42b55834d89,7,implausible,The wife*reserved*a table*her husband.,685,2
daf6ee4395abb0c2ee84f42b55834d89,7,implausible,The wife*reserved*a table*her husband.,843,3
daf6ee4395abb0c2ee84f42b55834d89,7,implausible,The wife*reserved*a table*her husband.,1349,4
5eb117d281151db2b76523778152f81d,3,plausible,The woman*saved*her husband*a seat.,1349,1
5eb117d281151db2b76523778152f81d,3,plausible,The woman*saved*her husband*a seat.,1278,2
5eb117d281151db2b76523778152f81d,3,plausible,The woman*saved*her husband*a seat.,1052,3
5eb117d281151db2b76523778152f81d,3,plausible,The woman*saved*her husband*a seat.,1488,4
5eb117d281151db2b76523778152f81d,2,implausible,The bartender*poured*a drink*the customer.,1241,1
5eb117d281151db2b76523778152f81d,2,implausible,The bartender*poured*a drink*the customer.,981,2
5eb117d281151db2b76523778152f81d,2,implausible,The bartender*poured*a drink*the customer.,876,3
5eb117d281151db2b76523778152f81d,20,implausible,The babysitter*fixed*some lunch*the child.,948,1
5eb117d281151db2b76523778152f81d,20,implausible,The babysitter*fixed*some lunch*the child.,901,2
5eb117d281151db2b76523778152f81d,20,implausible,The babysitter*fixed*some lunch*the child.,884,3
5eb117d281151db2b76523778152f81d,20,implausible,The babysitter*fixed*some lunch*the child.,1488,4
5eb117d281151db2b76523778152f81d,10,implausible,The waitress*fixed*a sandwich*the customer.,883,1
5eb117d281151db2b76523778152f81d,10,implausible,The waitress*fixed*a sandwich*the customer.,905,2
5eb117d281151db2b76523778152f81d,10,implausible,The waitress*fixed*a sandwich*the customer.,1316,3
5eb117d281151db2b76523778152f81d,10,implausible,The waitress*fixed*a sandwich*the customer.,1040,4
5eb117d281151db2b76523778152f81d,15,plausible,The lab-assistant*fetched*the scientist*a test-tube.,1013,1
5eb117d281151db2b76523778152f81d,15,plausible,The lab-assistant*fetched*the scientist*a test-tube.,1002,2
5eb117d281151db2b76523778152f81d,15,plausible,The lab-assistant*fetched*the scientist*a test-tube.,896,3
5eb117d281151db2b76523778152f81d,5,plausible,The apprentice*fetched*the carpenter*a hammer.,1505,1
5eb117d281151db2b76523778152f81d,5,plausible,The apprentice*fetched*the carpenter*a hammer.,936,2
5eb117d281151db2b76523778152f81d,5,plausible,The apprentice*fetched*the carpenter*a hammer.,829,3
5eb117d281151db2b76523778152f81d,5,plausible,The apprentice*fetched*the carpenter*a hammer.,1485,4
5eb117d281151db2b76523778152f81d,19,plausible,The church*built*the homeless*a shelter.,761,1
5eb117d281151db2b76523778152f81d,19,plausible,The church*built*the homeless*a shelter.,833,2
5eb117d281151db2b76523778152f81d,19,plausible,The church*built*the homeless*a shelter.,920,3
5eb117d281151db2b76523778152f81d,17,plausible,The travel agent*reserved*the businessman*a flight.,1055,1
5eb117d281151db2b76523778152f81d,17,plausible,The travel agent*reserved*the businessman*a flight.,1027,2
5eb117d281151db2b76523778152f81d,17,plausible,The travel agent*reserved*the businessman*a flight.,842,3
5eb117d281151db2b76523778152f81d,17,plausible,The travel agent*reserved*the businessman*a flight.,1298,4
5eb117d281151db2b76523778152f81d,1,plausible,The cook*baked*Lucy*a cake.,845,1
5eb117d281151db2b76523778152f81d,1,plausible,The cook*baked*Lucy*a cake.,806,2
5eb117d281151db2b76523778152f81d,1,plausible,The cook*baked*Lucy*a cake.,722,3
5eb117d281151db2b76523778152f81d,6,implausible,The secretary*ordered*some office supplies*the boss.,797,1
5eb117d281151db2b76523778152f81d,6,implausible,The secretary*ordered*some office supplies*the boss.,718,2
5eb117d281151db2b76523778152f81d,6,implausible,The secretary*ordered*some office supplies*the boss.,1582,3
5eb117d281151db2b76523778152f81d,6,implausible,The secretary*ordered*some office supplies*the boss.,1040,4
5eb117d281151db2b76523778152f81d,16,implausible,The man*ordered*some champagne*his girlfriend.,749,1
5eb117d281151db2b76523778152f81d,16,implausible,The man*ordered*some champagne*his girlfriend.,792,2
5eb117d281151db2b76523778152f81d,16,implausible,The man*ordered*some champagne*his girlfriend.,767,3
5eb117d281151db2b76523778152f81d,16,implausible,The man*ordered*some champagne*his girlfriend.,1441,4
5eb117d281151db2b76523778152f81d,12,implausible,The nurse*poured*some water*the old man.,781,1
5eb117d281151db2b76523778152f81d,12,implausible,The nurse*poured*some water*the old man.,820,2
5eb117d281151db2b76523778152f81d,12,implausible,The nurse*poured*some water*the old man.,747,3
5eb117d281151db2b76523778152f81d,12,implausible,The nurse*poured*some water*the old man.,1053,4
5eb117d281151db2b76523778152f81d,9,plausible,The charity*built*the hurricane victim*a house.,826,1
5eb117d281151db2b76523778152f81d,9,plausible,The charity*built*the hurricane victim*a house.,679,2
5eb117d281151db2b76523778152f81d,9,plausible,The charity*built*the hurricane victim*a house.,1289,3
5eb117d281151db2b76523778152f81d,14,implausible,The seamstress*made*a dress*her client.,1722,1
5eb117d281151db2b76523778152f81d,14,implausible,The seamstress*made*a dress*her client.,589,2
5eb117d281151db2b76523778152f81d,14,implausible,The seamstress*made*a dress*her client.,629,3
5eb117d281151db2b76523778152f81d,14,implausible,The seamstress*made*a dress*her client.,1106,4
5eb117d281151db2b76523778152f81d,18,implausible,The boyfriend*obtained*some concert tickets*his girlfriend.,750,1
5eb117d281151db2b76523778152f81d,18,implausible,The boyfriend*obtained*some concert tickets*his girlfriend.,962,2
